id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
339	acini vasquez-aguilar (2021)	"<table><tr><td>Authors:</td><td>acini vasquez-aguilar, antonio; francisco ornelas, juan; rodriguez-gomez, flor; macswiney g, m. cristina</td></tr><tr><td>Title:</td><td>modeling future potential distribution of buff-bellied hummingbird (amazilia yucatanensis) under climate change: species vs. subspecies</td></tr><tr><td>Source:</td><td>tropical conservation science, 14</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1177/19400829211030834	-0.0254	0.0751	1	348	3079	10	0.3274	2021	10	0.3274
340	kittlein (2022)	"<table><tr><td>Authors:</td><td>kittlein, marcelo j.; mora, matias s.; mapelli, fernando j.; austrich, ailin; gaggiotti, oscar e.</td></tr><tr><td>Title:</td><td>deep learning and satellite imagery predict genetic diversity and differentiation</td></tr><tr><td>Source:</td><td>methods in ecology and evolution, 13(3), 711-721</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1111/2041-210x.13775	0.8473	0.4502	2	272	358	15	0.3541	2022	15	0.3541
341	kapuka (2022)	"<table><tr><td>Authors:</td><td>kapuka, alpo; dobor, laura; hlasny, tomas</td></tr><tr><td>Title:</td><td>climate change threatens the distribution of major woody species and ecosystem services provision in southern africa</td></tr><tr><td>Source:</td><td>science of the total environment, 850</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.scitotenv.2022.158006	0.367	0.6774	3	345	2147	14	0.3305	2022	14	0.3305
342	yu (2021)	"<table><tr><td>Authors:</td><td>yu, haili; wang, tiejun; skidmore, andrew; heurich, marco; baessler, claus</td></tr><tr><td>Title:</td><td>the critical role of tree species and human disturbance in determining the macrofungal diversity in europe</td></tr><tr><td>Source:</td><td>global ecology and biogeography, 30(10), 2084-2100</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/geb.13372	0.0676	0.1255	2	344	2460	14	0.4584	2021	14	0.4584
343	ito (2025)	"<table><tr><td>Authors:</td><td>ito, kenichi; falt, pauli; hauta-kasari, markku; nakauchi, shigeki</td></tr><tr><td>Title:</td><td>lighting spectrum optimization with deep learning for moss species classification</td></tr><tr><td>Source:</td><td>ieee access, 13, 18749-18759</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1109/access.2025.3532760	0.8218	1.0881	3	37	44	2	1	2025	2	1
344	kufa (2022)	"<table><tr><td>Authors:</td><td>kufa, chala adugna; bekele, afework; atickem, anagaw</td></tr><tr><td>Title:</td><td>impacts of climate change on predicted habitat suitability and distribution of djaffa mountains guereza (colobus guereza gallarum, neumann 1902) using maxent algorithm in eastern ethiopian highland</td></tr><tr><td>Source:</td><td>global ecology and conservation, 35</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.gecco.2022.e02094	-0.1329	0.7057	3	347	2304	28	0.6609	2022	28	0.6609
345	singh (2025)	"<table><tr><td>Authors:</td><td>singh, swati; narine, lana l.; willoughby, janna r.; eckhardt, lori g.</td></tr><tr><td>Title:</td><td>remote sensing-based detection of brown spot needle blight: a comprehensive review, and future directions</td></tr><tr><td>Source:</td><td>peerj, 13</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.7717/peerj.19407	1.8331	0.7959	2	2	16	6	3	2025	6	3
346	khan (2025)	"<table><tr><td>Authors:</td><td>khan, tauheed ullah; luan, xiaofeng; nabi, ghulam; raza, muhammad fahad; iqbal, arshad; khan, shahid niaz; hu, huijian</td></tr><tr><td>Title:</td><td>forecasting the impact of climate change on apis dorsata (fabricius, 1793) habitat and distribution in pakistan</td></tr><tr><td>Source:</td><td>insects, 16(3)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/insects16030289	0.3664	-0.0725	2	342	2451	5	2.5	2025	5	2.5
347	yousefzadeh (2024)	"<table><tr><td>Authors:</td><td>yousefzadeh, hamed; walas, lukasz; amirchakhmaghi, narjes; alipour, shirin; pouramin, mansour; song, yi-gang; kozlowski, gregor</td></tr><tr><td>Title:</td><td>potential effects of climate change on future distribution of an endangered tree species, acer mazandaranicum, in the hyrcanian forest</td></tr><tr><td>Source:</td><td>forest ecology and management, 555</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.foreco.2023.121654	0.4591	0.184	2	339	2090	6	0.6429	2024	6	0.6429
348	lin (2021)	"<table><tr><td>Authors:</td><td>lin, congtian; huang, xiongwei; wang, jiangning; xi, tianyu; ji, liqiang</td></tr><tr><td>Title:</td><td>learning niche features to improve image-based species identification</td></tr><tr><td>Source:</td><td>ecological informatics, 61</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101217	-0.5506	0.4908	3	336	997	7	0.2292	2021	7	0.2292
349	bogoni (2025)	"<table><tr><td>Authors:</td><td>bogoni, juliano a.; campos, derick victor de souza; muniz, claumir c.; dos santos-filho, manoel; poletto, jessica eloa</td></tr><tr><td>Title:</td><td>welcome to the machine: a pan-continental overview of machine learning applications in ecology and conservation</td></tr><tr><td>Source:</td><td>biodiversity informatics, 19, 33-45</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"		-0.2704	0.4672	3	307	559	0	0	2025	0	0
350	thapa (2025)	"<table><tr><td>Authors:</td><td>thapa, arjun; baral, suraj; bahadur, k. c. rabin; paudel, rajan prasad; thapa, gokarn jung; basnet, hari; rima, g. c.; khanal, kapil; dhakal, maheshwar; jnawali, shanta raj; thapa, kanchan; khanal, laxman</td></tr><tr><td>Title:</td><td>differential vulnerability of key threatened mammals to climate and land cover changes in the central himalayas</td></tr><tr><td>Source:</td><td>ecosphere, 16(4)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1002/ecs2.70242	-0.0734	0.4446	3	342	2143	1	0.5	2025	1	0.5
351	zhao (2021)	"<table><tr><td>Authors:</td><td>zhao, yuncheng; zhao, mingyue; zhang, lei; wang, chunyi; xu, yinlong</td></tr><tr><td>Title:</td><td>predicting possible distribution of tea (camellia sinensis l.) under climate change scenarios using maxent model in china</td></tr><tr><td>Source:</td><td>agriculture-basel, 11(11)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/agriculture11111122	-0.32	0.3228	1	334	2128	47	1.5389	2021	47	1.5389
352	radha (2022)	"<table><tr><td>Authors:</td><td>radha, kalthum o.; khwarahm, nabaz r.</td></tr><tr><td>Title:</td><td>an integrated approach to map the impact of climate change on the distributions of crataegus azarolus and crataegus monogyna in kurdistan region, iraq</td></tr><tr><td>Source:</td><td>sustainability, 14(21)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/su142114621	0.4638	0.5642	2	343	2206	46	1.0858	2022	46	1.0858
353	santini (2021)	"<table><tr><td>Authors:</td><td>santini, luca; benitez-lopez, ana; maiorano, luigi; cengic, mirza; huijbregts, mark a. j.</td></tr><tr><td>Title:</td><td>assessing the reliability of species distribution projections in climate change research</td></tr><tr><td>Source:</td><td>diversity and distributions, 27(6), 1035-1050</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/ddi.13252	0.383	0.415	3	346	2328	250	8.1858	2021	250	8.1858
354	cazau (2023)	"<table><tr><td>Authors:</td><td>cazau, d.; nguyen hong duc, p.; druon, j. -n.; matwins, s.; fablet, r.</td></tr><tr><td>Title:</td><td>multimodal deep learning for cetacean distribution modeling of fin whales (balaenoptera physalus) in the western mediterranean sea</td></tr><tr><td>Source:</td><td>machine learning, 112(6), 2003-2024</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1007/s10994-021-06029-z	0.3361	0.3967	3	323	948	4	0.2903	2023	4	0.2903
355	zhu (2025b)	"<table><tr><td>Authors:</td><td>zhu, hanji; zhang, famou; gao, ming; wang, jianhua; huang, sisi; zhang, heng; zhao, guoqing</td></tr><tr><td>Title:</td><td>deep learning and survival analysis reveal foraging-driven habitat use in pacific saury fisheries</td></tr><tr><td>Source:</td><td>fishes, 10(12)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/fishes10120597	-0.6962	0.78	3	223	315	1	0.5	2025	1	0.5
356	baddeley (2025)	"<table><tr><td>Authors:</td><td>baddeley, adrian; brown, warick; nair, gopalan; milne, robin; rakshit, suman; fu, shih ching</td></tr><tr><td>Title:</td><td>mineral prospectivity analysis is unstable to changes in pixel size</td></tr><tr><td>Source:</td><td>computers & geosciences, 204</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1016/j.cageo.2025.105965	1.1811	0.2563	3	7	7	1	0.5	2025	1	0.5
357	bobrowski (2021)	"<table><tr><td>Authors:</td><td>bobrowski, maria; weidinger, johannes; schwab, niels; schickhoff, udo</td></tr><tr><td>Title:</td><td>searching for ecology in species distribution models in the himalayas</td></tr><tr><td>Source:</td><td>ecological modelling, 458</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2021.109693	0.0452	0.4896	3	350	3505	14	0.4584	2021	14	0.4584
358	castillo (2025)	"<table><tr><td>Authors:</td><td>castillo, diane shiela c.; higa, motoki</td></tr><tr><td>Title:</td><td>effectiveness and implications of spatial background restrictions on model performance and predictions: a special reference for rattus species</td></tr><tr><td>Source:</td><td>landscape and ecological engineering, 21(3), 495-509</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s11355-025-00653-w	0.5519	-0.6628	2	341	3000	2	1	2025	2	1
359	salam (2025)	"<table><tr><td>Authors:</td><td>salam, nadeem; sidhu, harvinder kaur; shaban, shaheeda; reshi, zafar a.; shah, manzoor a.</td></tr><tr><td>Title:</td><td>climate change scenarios predict reduction in suitable habitats and range shifts for ophiocordyceps sinensis (berk.) in hindu kush himalaya</td></tr><tr><td>Source:</td><td>journal of asia-pacific biodiversity, 18(1), 144-156</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1016/j.japb.2024.08.008	-0.1504	0.4193	3	345	2469	2	1	2025	2	1
360	hu (2025)	"<table><tr><td>Authors:</td><td>hu, yuqing; si-moussi, sara; thuiller, wilfried</td></tr><tr><td>Title:</td><td>introduction to deep learning methods for multi-species predictions</td></tr><tr><td>Source:</td><td>methods in ecology and evolution, 16(1), 228-246</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1111/2041-210x.14466	-0.4	0.762	3	348	1692	16	8	2025	16	8
361	ahmed (2025)	"<table><tr><td>Authors:</td><td>ahmed, raza; huang, wenjiang; dong, yingying; dildar, zeenat; ashraf, hafiz adnan; rahman, zahid ur; rysbekova, alua</td></tr><tr><td>Title:</td><td>integrating remote sensing, machine learning, and degree-day models for predicting grasshopper habitat suitability in temperate grasslands</td></tr><tr><td>Source:</td><td>remote sensing, 17(24)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/rs17243955	0.6517	0.9691	3	71	73	2	1	2025	2	1
